CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO;PUNTOS;DENUNCIANTE;HECHO;VEL_LIMITE;VEL_CIRCULA;DIRECCION_ORIGINAL;CLASE_VIAL;VIAL;NOMINAL;ORDINAL;CALIFICADOR;POBLACION;PROVINCIA;CODIGO_VIAL
LEVE      ;CL CELANOVA 2                           ;7;2018;20.08;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FERMIN CABALLERO NUM 000064 ;CALLE;FERMIN CABALLERO;NUM;64;  ;MADRID                                                                ;MADRID                   ;291650
LEVE      ;CL ISAAC PERAL 58                       ;7;2018;19.52;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FERMIN CABALLERO NUM 000065 ;CALLE;FERMIN CABALLERO;NUM;65;  ;MADRID                                                                ;MADRID                   ;291650
LEVE      ;PZ SAN JUAN DE LA CRUZ 5                ;7;2018;13.22;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FERNAN GONZALEZ NUM 000039 ;CALLE;FERNAN GONZALEZ;NUM;39;  ;MADRID                                                                ;MADRID                   ;292500
LEVE      ;CL SANTA ENGRACIA 135                   ;7;2018;13.33;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE FERNAN GONZALEZ NUM 000052 ;CALLE;FERNAN GONZALEZ;NUM;52;  ;MADRID                                                                ;MADRID                   ;292500
LEVE      ;CL SOR ANGELA DE LA CRUZ 2              ;7;2018;14.53;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FERNAN GONZALEZ NUM 000075 ;CALLE;FERNAN GONZALEZ;NUM;75;  ;MADRID                                                                ;MADRID                   ;292500
LEVE      ;CL PONZANO 69                           ;7;2018;13.40;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE FERNANDEZ DE LOS RIOS NUM 000071 ;CALLE;FERNANDEZ DE LOS RIOS;NUM;71;  ;MADRID                                                                ;MADRID                   ;293500
LEVE      ;CL JOSE ABASCAL 49                      ;7;2018;14.05;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FERNANDEZ DE LOS RIOS NUM 000093 ;CALLE;FERNANDEZ DE LOS RIOS;NUM;93;  ;MADRID                                                                ;MADRID                   ;293500
LEVE      ;CL CELANOVA 6                           ;7;2018;20.10;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FERNANDEZ DE OVIEDO NUM 000010 ;CALLE;FERNANDEZ DE OVIEDO;NUM;10;  ;MADRID                                                                ;MADRID                   ;293400
LEVE      ;CL MAUDES 9                             ;7;2018;14.21;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FERNANDO DELGADO NUM 000006 ;CALLE;FERNANDO DELGADO;NUM;6;  ;MADRID                                                                ;MADRID                   ;294050
LEVE      ;CL RIBADAVIA 3                          ;7;2018;16.40;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FERNANDO POO NUM 000035 ;CALLE;FERNANDO POO;NUM;35;  ;MADRID                                                                ;MADRID                   ;295000
LEVE      ;CL BRETON DE LOS HERREROS 23            ;7;2018;15.08;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FERNANDO VII NUM 000019 ;CALLE;FERNANDO VII;NUM;19;  ;MADRID                                                                ;MADRID                   ;2348
LEVE      ;CL SANTA ENGRACIA 135                   ;7;2018;15.22;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FINISTERRE NUM 000008 ;CALLE;FINISTERRE;NUM;8;  ;MADRID                                                                ;MADRID                   ;297250
LEVE      ;CL LOMA 1                               ;7;2018;10.05;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FINISTERRE NUM 000009 ;CALLE;FINISTERRE;NUM;9;  ;MADRID                                                                ;MADRID                   ;297250
LEVE      ;CL LOMA 8                               ;7;2018;12.53;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FLORESTAN AGUILAR NUM 000003 ;CALLE;FLORESTAN AGUILAR;NUM;3;  ;MADRID                                                                ;MADRID                   ;298800
LEVE      ;CL MAESTRO ANGEL LLORCA 11              ;7;2018;14.36;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FORNILLOS NUM 000030 ;CALLE;FORNILLOS;NUM;30;  ;MADRID                                                                ;MADRID                   ;299700
LEVE      ;CL CASTILLA 43                          ;7;2018;16.22;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FRAGATA NUM 000018 ;CALLE;FRAGATA;NUM;18;  ;MADRID                                                                ;MADRID                   ;300800
LEVE      ;CL JERONIMA LLORENTE 68                 ;7;2018;16.35;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FRANCISCO MOSQUEDA NUM 000004 ;CALLE;FRANCISCO MOSQUEDA;NUM;4;  ;MADRID                                                                ;MADRID                   ;1181
LEVE      ;CL CASTILLA 48                          ;7;2018;16.55;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FRANCISCO SILVELA NUM 000050 ;CALLE;FRANCISCO SILVELA;NUM;50;  ;MADRID                                                                ;MADRID                   ;310200
LEVE      ;CL CASTILLA 36                          ;7;2018;17.05;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;CALLE FRANCISCO SILVELA NUM 000069 ;CALLE;FRANCISCO SILVELA;NUM;69;  ;MADRID                                                                ;MADRID                   ;310200
LEVE      ;CL NAVARRA 37                           ;7;2018;17.40;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE FRANCOLIN NUM 000026 ;CALLE;FRANCOLIN;NUM;26;  ;MADRID                                                                ;MADRID                   ;311000
LEVE      ;CL RIOS ROSAS 57                        ;7;2018;14.16;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE FRANCOS RODRIGUEZ NUM 000005 ;CALLE;FRANCOS RODRIGUEZ;NUM;5;  ;MADRID                                                                ;MADRID                   ;311100
LEVE      ;CL AGUSTIN DE BETANCOURT 4              ;7;2018;16.20;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE FRAY CEFERINO GONZALEZ NUM 000009 ;CALLE;FRAY CEFERINO GONZALEZ;NUM;9;  ;MADRID                                                                ;MADRID                   ;311600
LEVE      ;CL MARIA DE GUZMAN 22                   ;7;2018;17.00;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE FRAY JUAN GIL NUM 000005 ;CALLE;FRAY JUAN GIL;NUM;5;  ;MADRID                                                                ;MADRID                   ;311800
LEVE      ;CL CRISTOBAL BORDIU 38                  ;7;2018;17.20;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FUENCARRAL NUM 000086 ;CALLE;FUENCARRAL;NUM;86;  ;MADRID                                                                ;MADRID                   ;313100
LEVE      ;CL RIOS ROSAS 37                        ;7;2018;17.33;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE FUENLABRADA NUM 000010 ;CALLE;FUENLABRADA;NUM;10;  ;MADRID                                                                ;MADRID                   ;314200
LEVE      ;CL JERONIMA LLORENTE 60                 ;7;2018;19.00;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FUENTE DEL TIRO NUM 000036 ;CALLE;FUENTE DEL TIRO;NUM;36;  ;MADRID                                                                ;MADRID                   ;316700
LEVE      ;CL ALENZA 17                            ;7;2018;14.35;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FUENTE DEL TIRO NUM 000050 ;CALLE;FUENTE DEL TIRO;NUM;50;  ;MADRID                                                                ;MADRID                   ;316700
LEVE      ;CL AGUSTIN DE BETANCOURT 4              ;7;2018;18.11;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FUENTIDUEÑA NUM 000043 ;CALLE;FUENTIDUEÑA;NUM;43;  ;MADRID                                                                ;MADRID                   ;2246
LEVE      ;CL TUDELILLA 1                          ;7;2018;19.24;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FUERTE DE NAVIDAD NUM 000016 ;CALLE;FUERTE DE NAVIDAD;NUM;16;  ;MADRID                                                                ;MADRID                   ;318450
LEVE      ;CL PONZANO 53                           ;7;2018;14.43;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE FUERTE DE NAVIDAD NUM 000032 ;CALLE;FUERTE DE NAVIDAD;NUM;32;  ;MADRID                                                                ;MADRID                   ;318450
LEVE      ;CL CASTILLA 17                          ;7;2018;20.02;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE GABRIEL USERA NUM 000049 ;CALLE;GABRIEL USERA;NUM;49;  ;MADRID                                                                ;MADRID                   ;320300
LEVE      ;CL PONZANO 66                           ;7;2018;09.36;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GALATEA NUM 000029 ;CALLE;GALATEA;NUM;29;  ;MADRID                                                                ;MADRID                   ;320700
LEVE      ;CL MODESTO LAFUENTE 38                  ;7;2018;09.57;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE GALERA NUM 000007 ;CALLE;GALERA;NUM;7;  ;MADRID                                                                ;MADRID                   ;321200
LEVE      ;CL ALONSO CANO 50                       ;7;2018;09.47;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GALILEO NUM 000012 ;CALLE;GALILEO;NUM;12;  ;MADRID                                                                ;MADRID                   ;321900
LEVE      ;CL AGUSTIN DE BETANCOURT 2              ;7;2018;18.20;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GALILEO NUM 000104 ;CALLE;GALILEO;NUM;104;  ;MADRID                                                                ;MADRID                   ;321900
LEVE      ;CL RIOS ROSAS 37                        ;7;2018;18.56;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE GANDO NUM 000005 ;CALLE;GANDO;NUM;5;  ;MADRID                                                                ;MADRID                   ;322950
LEVE      ;CL AGUSTIN DE BETANCOURT 6              ;7;2018;10.57;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE GANDO NUM 000007 ;CALLE;GANDO;NUM;7;  ;MADRID                                                                ;MADRID                   ;322950
LEVE      ;CL BRETON DE LOS HERREROS 46            ;7;2018;10.05;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GARCIA DE PAREDES NUM 000037 ;CALLE;GARCIA DE PAREDES;NUM;37;  ;MADRID                                                                ;MADRID                   ;325300
LEVE      ;CL AGUSTIN DE BETANCOURT 6              ;7;2018;10.43;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GAZTAMBIDE NUM 000012 ;CALLE;GAZTAMBIDE;NUM;12;  ;MADRID                                                                ;MADRID                   ;327700
LEVE      ;CL ORENSE 8                             ;7;2018;17.48;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GENERAL ALVAREZ DE CASTRO NUM 000039 ;CALLE;GENERAL ALVAREZ DE CASTRO;NUM;39;  ;MADRID                                                                ;MADRID                   ;328400
LEVE      ;CL RIOS ROSAS 37                        ;7;2018;19.35;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE GENERAL ARRANDO NUM 000001 ;CALLE;GENERAL ARRANDO;NUM;1;  ;MADRID                                                                ;MADRID                   ;328925
LEVE      ;CL MODESTO LAFUENTE 40                  ;7;2018;11.26;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GENERAL DIAZ PORLIER NUM 000025 ;CALLE;GENERAL DIAZ PORLIER;NUM;25;  ;MADRID                                                                ;MADRID                   ;329450
LEVE      ;CL GENERAL MARGALLO 29                  ;7;2018;18.08;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;AVENIDA LAS AGUILAS NUM 000051 ;AVENIDA;LAS AGUILAS;NUM;51;  ;MADRID                                                                ;MADRID                   ;329500
LEVE      ;CL ORENSE 13                            ;7;2018;18.29;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE COOPERACION NUM 000008 ;CALLE;COOPERACION;NUM;8;  ;MADRID                                                                ;MADRID                   ;329900
LEVE      ;CL HUESCA 20                            ;7;2018;18.21;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE ANSELMO LORENZO NUM 000032 ;CALLE;ANSELMO LORENZO;NUM;32;  ;MADRID                                                                ;MADRID                   ;329850
LEVE      ;CL MAESTRO ANGEL LLORCA 3               ;7;2018;20.13;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE GENERAL IBAÑEZ DE IBERO NUM 000002 ;CALLE;GENERAL IBAÑEZ DE IBERO;NUM;2;  ;MADRID                                                                ;MADRID                   ;330200
LEVE      ;CL MAESTRO ANGEL LLORCA 7               ;7;2018;20.16;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE MAESTRA JUSTA FREIRE NUM 000028 ;CALLE;MAESTRA JUSTA FREIRE;NUM;28;  ;MADRID                                                                ;MADRID                   ;331250
LEVE      ;CL ORENSE 16                            ;7;2018;19.24;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE EDGAR NEVILLE NUM 000032 ;CALLE;EDGAR NEVILLE;NUM;32;  ;MADRID                                                                ;MADRID                   ;331600
LEVE      ;CL CEA BERMUDEZ 50                      ;7;2018;16.44;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;CALLE EDGAR NEVILLE NUM 000033 ;CALLE;EDGAR NEVILLE;NUM;33;  ;MADRID                                                                ;MADRID                   ;331600
LEVE      ;CL HUESCA 31                            ;7;2018;18.57;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GENERAL PARDIÑAS NUM 000052 ;CALLE;GENERAL PARDIÑAS;NUM;52;  ;MADRID                                                                ;MADRID                   ;332000
LEVE      ;CL GUZMAN EL BUENO 104                  ;7;2018;17.35;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;CALLE GENERAL PARDIÑAS NUM 000099 ;CALLE;GENERAL PARDIÑAS;NUM;99;  ;MADRID                                                                ;MADRID                   ;332000
LEVE      ;CL PONZANO 66                           ;7;2018;12.07;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GENERAL RAMIREZ DE MADRID NUM 000016 ;CALLE;GENERAL RAMIREZ DE MADRID;NUM;16;  ;MADRID                                                                ;MADRID                   ;332600
LEVE      ;CL ALONSO CANO 26                       ;7;2018;12.15;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE GENERAL RICARDOS NUM 000156 ;CALLE;GENERAL RICARDOS;NUM;156;  ;MADRID                                                                ;MADRID                   ;332700
LEVE      ;CL ESPRONCEDA 34                        ;7;2018;13.05;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE GENERAL RICARDOS NUM 000168 ;CALLE;GENERAL RICARDOS;NUM;168;  ;MADRID                                                                ;MADRID                   ;332700
LEVE      ;CL FRANCISCO GERVAS 14                  ;7;2018;20.10;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000119 ;CALLE;BLAS CABRERA;NUM;119;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL INFANTA MERCEDES 47                  ;7;2018;20.20;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000011 ;CALLE;BLAS CABRERA;NUM;11;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;PZ SAN JUAN DE LA CRUZ 8                ;7;2018;13.08;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE BLAS CABRERA NUM 000012 ;CALLE;BLAS CABRERA;NUM;12;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;PZ SAN JUAN DE LA CRUZ 6                ;7;2018;13.13;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE BLAS CABRERA NUM 000027 ;CALLE;BLAS CABRERA;NUM;27;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL MARIANELA 10                         ;7;2018;13.59;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000028 ;CALLE;BLAS CABRERA;NUM;28;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;AV PABLO IGLESIAS 50                    ;7;2018;14.11;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000029 ;CALLE;BLAS CABRERA;NUM;29;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL ALONSO CANO 65                       ;7;2018;09.53;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000030 ;CALLE;BLAS CABRERA;NUM;30;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL BRETON DE LOS HERREROS 51            ;7;2018;10.12;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000031 ;CALLE;BLAS CABRERA;NUM;31;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL TREVIÑO 2                            ;7;2018;13.35;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000050 ;CALLE;BLAS CABRERA;NUM;50;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL RIOS ROSAS 52                        ;7;2018;14.39;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE BLAS CABRERA NUM 000107 ;CALLE;BLAS CABRERA;NUM;107;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL PONZANO 98                           ;7;2018;13.40;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE BLAS CABRERA NUM 000123 ;CALLE;BLAS CABRERA;NUM;123;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL NUMANCIA 6                           ;7;2018;14.48;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE BLAS CABRERA NUM 000135 ;CALLE;BLAS CABRERA;NUM;135;  ;MADRID                                                                ;MADRID                   ;333000
LEVE      ;CL RIOS ROSAS 38                        ;7;2018;14.41;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE SOLEDAD CAZORLA NUM 000004 ;CALLE;SOLEDAD CAZORLA;NUM;4;  ;MADRID                                                                ;MADRID                   ;333250
LEVE      ;CL SANTA JULIANA 1                      ;7;2018;15.23;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;CALLE SOLEDAD CAZORLA NUM 000024 ;CALLE;SOLEDAD CAZORLA;NUM;24;  ;MADRID                                                                ;MADRID                   ;333250
LEVE      ;AV BRASIL 2                             ;7;2018;18.37;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE SOLEDAD CAZORLA NUM 000026 ;CALLE;SOLEDAD CAZORLA;NUM;26;  ;MADRID                                                                ;MADRID                   ;333250
LEVE      ;CL BRAVO MURILLO 54                     ;7;2018;15.16;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE SOLEDAD CAZORLA NUM 000097 ;CALLE;SOLEDAD CAZORLA;NUM;97;  ;MADRID                                                                ;MADRID                   ;333250
